,name,nameLabel,gender,genderLabel,givenName,givenNameLabel,familyName,familyNameLabel,occupation,occupationLabel,citizenship,citizenshipLabel,placeOfBirth,placeOfBirthLabel,dateOfBirth,dateOfBirthLabel,placeOfDeath,placeOfDeathLabel,dateOfDeath,dateOfDeathLabel,causeOfDeath,causeOfDeathLabel,pic
45,http://www.wikidata.org/entity/Q57984660,Kavi Nahasapeemapetilon,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q57984703,Kavi,http://www.wikidata.org/entity/Q56821736,Nahasapeemapetilon,http://www.wikidata.org/entity/Q1027186,call centre agent,http://www.wikidata.org/entity/Q668,India,,,,,,,,,,,
46,http://www.wikidata.org/entity/Q57984807,Apu Nahasapeemapetilon Sr.,http://www.wikidata.org/entity/Q6581097,male,,,http://www.wikidata.org/entity/Q56821736,Nahasapeemapetilon,,,,,,,,,,,,,,,
47,http://www.wikidata.org/entity/Q57984945,Jay Nahasapeemapetilon,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q57985178,Jamshed,http://www.wikidata.org/entity/Q56821736,Nahasapeemapetilon,http://www.wikidata.org/entity/Q738142,clerk,,,,,,,,,,,,,
48,http://www.wikidata.org/entity/Q59696205,Princess Kashmir,http://www.wikidata.org/entity/Q6581072,female,,,,,http://www.wikidata.org/entity/Q47105711,belly dancer,,,,,,,,,,,,,
49,http://www.wikidata.org/entity/Q60291448,Legs,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q16422172,Max,,,http://www.wikidata.org/entity/Q2159907,influenceur,,,,,,,,,,,,,
50,http://www.wikidata.org/entity/Q60291449,Louie,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q2897866,Louis,http://www.wikidata.org/entity/Q17033003,Walters,http://www.wikidata.org/entity/Q2159907,influenceur,,,,,,,,,,,,,
51,http://www.wikidata.org/entity/Q60292393,Sophie Krustofsky,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q14942517,Sophie,http://www.wikidata.org/entity/Q61142104,Krustofsky,,,,,,,,,,,,,,,
52,http://www.wikidata.org/entity/Q60295183,Fallout Boy,http://www.wikidata.org/entity/Q6581097,male,,,,,,,,,,,,,,,,,,,
53,http://www.wikidata.org/entity/Q60300252,Sherri,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q28822520,Sherri,http://www.wikidata.org/entity/Q61492750,Mackleberry,http://www.wikidata.org/entity/Q16003605,elementary school student,,,,,,,,,,,,,
54,http://www.wikidata.org/entity/Q60300254,Terri,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q20898915,Terri,http://www.wikidata.org/entity/Q61492750,Mackleberry,http://www.wikidata.org/entity/Q16003605,elementary school student,,,,,,,,,,,,,
55,http://www.wikidata.org/entity/Q65570324,Mina bin Laden,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q1800085,Mina,http://www.wikidata.org/entity/Q36972845,Laden,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
56,http://www.wikidata.org/entity/Q65570324,Mina bin Laden,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q1800085,Mina,http://www.wikidata.org/entity/Q36990319,Bin,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
57,http://www.wikidata.org/entity/Q65576697,Joseph,http://www.wikidata.org/entity/Q6581097,male,,,,,,,,,,,,,,,,,,,
58,http://www.wikidata.org/entity/Q65972762,Amid bin Laden,http://www.wikidata.org/entity/Q6581097,male,,,,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
59,http://www.wikidata.org/entity/Q79329557,Old Jewish Man,http://www.wikidata.org/entity/Q6581097,male,,,,,http://www.wikidata.org/entity/Q1749879,pensioner,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
60,http://www.wikidata.org/entity/Q98602350,Sam Monroe,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q12800694,Sam,http://www.wikidata.org/entity/Q2780460,Monroe,,,,,,,,,,,,,,,
61,http://www.wikidata.org/entity/Q98698714,Cheryl Monroe,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q1070506,Cheryl,http://www.wikidata.org/entity/Q2780460,Monroe,http://www.wikidata.org/entity/Q3640160,marine biologist,,,,,,,,,,,,,
62,http://www.wikidata.org/entity/Q98698798,Mr. Monroe,http://www.wikidata.org/entity/Q6581097,male,,,http://www.wikidata.org/entity/Q2780460,Monroe,http://www.wikidata.org/entity/Q1650915,researcher,,,,,,,,,,,,,
63,http://www.wikidata.org/entity/Q5846,Lisa Simpson,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q632104,Marie,http://www.wikidata.org/entity/Q2800825,Simpson,,,http://www.wikidata.org/entity/Q30,United States of America,,,1982-05-09T00:00:00Z,1982-05-09T00:00:00Z,,,,,,,
64,http://www.wikidata.org/entity/Q5846,Lisa Simpson,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q1588186,Lisa,http://www.wikidata.org/entity/Q2800825,Simpson,,,http://www.wikidata.org/entity/Q30,United States of America,,,1982-05-09T00:00:00Z,1982-05-09T00:00:00Z,,,,,,,
65,http://www.wikidata.org/entity/Q7810,Homer Simpson,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q19817029,Jay,http://www.wikidata.org/entity/Q2800825,Simpson,http://www.wikidata.org/entity/Q27214348,inspector,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q151076,Springfield,1956-05-12T00:00:00Z,1956-05-12T00:00:00Z,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Graffiti%20in%20Lisbon%20IMG%201126%20%2817356609995%29.jpg
66,http://www.wikidata.org/entity/Q7810,Homer Simpson,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q19826483,Homer,http://www.wikidata.org/entity/Q2800825,Simpson,http://www.wikidata.org/entity/Q27214348,inspector,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q151076,Springfield,1956-05-12T00:00:00Z,1956-05-12T00:00:00Z,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Graffiti%20in%20Lisbon%20IMG%201126%20%2817356609995%29.jpg
67,http://www.wikidata.org/entity/Q7828,Marge Simpson,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q20898965,Marge,http://www.wikidata.org/entity/Q2800825,Simpson,http://www.wikidata.org/entity/Q1934684,homekeeper,http://www.wikidata.org/entity/Q30,United States of America,,,1956-03-19T00:00:00Z,1956-03-19T00:00:00Z,,,,,,,
68,http://www.wikidata.org/entity/Q7834,Maggie Simpson,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q1625970,Maggie,http://www.wikidata.org/entity/Q2800825,Simpson,,,http://www.wikidata.org/entity/Q30,United States of America,,,1987-01-14T00:00:00Z,1987-01-14T00:00:00Z,,,,,,,
69,http://www.wikidata.org/entity/Q324430,Groundskeeper Willie,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q18572334,Willie,,,http://www.wikidata.org/entity/Q18340125,groundskeeping,,,http://www.wikidata.org/entity/Q208329,Kirkwall,1940-01-01T00:00:00Z,1940-01-01T00:00:00Z,,,,,,,
70,http://www.wikidata.org/entity/Q524177,Reverend Lovejoy,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q15885954,Timothy,http://www.wikidata.org/entity/Q16872535,Lovejoy,http://www.wikidata.org/entity/Q42603,priest,,,,,,,,,,,,,
71,http://www.wikidata.org/entity/Q646166,Moe Szyslak,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q1724634,Moe,http://www.wikidata.org/entity/Q56822341,Szyslak,http://www.wikidata.org/entity/Q808266,bartender,,,,,,,,,,,,,
72,http://www.wikidata.org/entity/Q646166,Moe Szyslak,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q16279740,Morris,http://www.wikidata.org/entity/Q56822341,Szyslak,http://www.wikidata.org/entity/Q808266,bartender,,,,,,,,,,,,,
73,http://www.wikidata.org/entity/Q716636,Mr. Burns,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q1407764,Montgomery,http://www.wikidata.org/entity/Q1408775,Burns,http://www.wikidata.org/entity/Q78047604,fictional businessperson,http://www.wikidata.org/entity/Q30,United States of America,,,1905-09-15T00:00:00Z,1905-09-15T00:00:00Z,,,,,,,
74,http://www.wikidata.org/entity/Q716636,Mr. Burns,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q2958359,Charles,http://www.wikidata.org/entity/Q1408775,Burns,http://www.wikidata.org/entity/Q78047604,fictional businessperson,http://www.wikidata.org/entity/Q30,United States of America,,,1905-09-15T00:00:00Z,1905-09-15T00:00:00Z,,,,,,,
75,http://www.wikidata.org/entity/Q727156,Krusty the Clown,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q1158239,Herschel,http://www.wikidata.org/entity/Q61142104,Krustofsky,http://www.wikidata.org/entity/Q7358,clown,,,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Krustyland%20Orlando.jpg
76,http://www.wikidata.org/entity/Q739191,Shelbyville Manhattan,http://www.wikidata.org/entity/Q6581097,male,,,,,,,,,,,,,,,,,,,
77,http://www.wikidata.org/entity/Q745472,Mayor Quimby,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q471788,Joseph,http://www.wikidata.org/entity/Q7272046,Quimby,http://www.wikidata.org/entity/Q82955,politician,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q151076,Springfield,1962-04-05T00:00:00Z,1962-04-05T00:00:00Z,,,,,,,
78,http://www.wikidata.org/entity/Q842104,Grampa Simpson,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q17997608,Abraham,http://www.wikidata.org/entity/Q2800825,Simpson,,,,,,,,,,,,,,,
79,http://www.wikidata.org/entity/Q842104,Grampa Simpson,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q27898132,Jebediah,http://www.wikidata.org/entity/Q2800825,Simpson,,,,,,,,,,,,,,,
80,http://www.wikidata.org/entity/Q969535,Kent Brockman,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q462547,Kent,,,http://www.wikidata.org/entity/Q42909,reporter,,,,,,,,,,,,,
81,http://www.wikidata.org/entity/Q1158157,Ned Flanders,http://www.wikidata.org/entity/Q6581097,male,,,,,,,http://www.wikidata.org/entity/Q30,United States of America,http://www.wikidata.org/entity/Q151076,Springfield,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/WonderCon%202014%20-%20Flanders%20Cosplay%20%2813955026003%29.jpg
82,http://www.wikidata.org/entity/Q1408697,Apu Nahasapeemapetilon,http://www.wikidata.org/entity/Q6581097,male,,,http://www.wikidata.org/entity/Q56821736,Nahasapeemapetilon,,,,,,,1961-10-21T00:00:00Z,1961-10-21T00:00:00Z,,,,,,,
83,http://www.wikidata.org/entity/Q1411101,Sideshow Bob,http://www.wikidata.org/entity/Q6581097,male,,,,,http://www.wikidata.org/entity/Q30185,mayor,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
84,http://www.wikidata.org/entity/Q1411101,Sideshow Bob,http://www.wikidata.org/entity/Q6581097,male,,,,,http://www.wikidata.org/entity/Q931260,murderer,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
85,http://www.wikidata.org/entity/Q1411101,Sideshow Bob,http://www.wikidata.org/entity/Q6581097,male,,,,,http://www.wikidata.org/entity/Q1416106,supporting actor,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
86,http://www.wikidata.org/entity/Q1458159,Professor Frink,http://www.wikidata.org/entity/Q6581097,male,,,,,http://www.wikidata.org/entity/Q37226,teacher,,,,,,,,,,,,,
87,http://www.wikidata.org/entity/Q1458159,Professor Frink,http://www.wikidata.org/entity/Q6581097,male,,,,,http://www.wikidata.org/entity/Q205375,inventor,,,,,,,,,,,,,
88,http://www.wikidata.org/entity/Q1458159,Professor Frink,http://www.wikidata.org/entity/Q6581097,male,,,,,http://www.wikidata.org/entity/Q76451247,fictional scientist,,,,,,,,,,,,,
89,http://www.wikidata.org/entity/Q1458168,Ralph Wiggum,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q18156180,Ralph,,,http://www.wikidata.org/entity/Q16003605,elementary school student,,,http://www.wikidata.org/entity/Q151076,Springfield,,,,,,,,,
90,http://www.wikidata.org/entity/Q1470014,Barney Gumble,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q808475,Barney,http://www.wikidata.org/entity/Q37527635,Gumble,http://www.wikidata.org/entity/Q76453319,fictional aviator,,,,,1954-04-20T00:00:00Z,1954-04-20T00:00:00Z,,,,,,,
91,http://www.wikidata.org/entity/Q1503301,Hans Moleman,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q632842,Hans,,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,http://commons.wikimedia.org/wiki/Special:FilePath/Hans%20Moleman%20oc.png
92,http://www.wikidata.org/entity/Q1503352,Chief Wiggum,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q20155939,Clancy,,,http://www.wikidata.org/entity/Q384593,police officer,,,,,,,,,,,,,
93,http://www.wikidata.org/entity/Q1503373,Principal Skinner,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q2275863,Seymour,,,http://www.wikidata.org/entity/Q4991371,soldier,http://www.wikidata.org/entity/Q30,United States of America,,,1953-12-18T00:00:00Z,1953-12-18T00:00:00Z,,,,,,,
94,http://www.wikidata.org/entity/Q1504443,Mr. Smithers,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q1434049,Waylon,http://www.wikidata.org/entity/Q28130054,Smithers,http://www.wikidata.org/entity/Q76451097,fictional secretary,,,,,,,,,,,,,
95,http://www.wikidata.org/entity/Q1504498,Fat Tony,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q15238167,Tony,,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
96,http://www.wikidata.org/entity/Q1504526,Comic Book Guy,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q18609696,Jeff,,,,,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
97,http://www.wikidata.org/entity/Q1504550,Troy McClure,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q1158289,Troy,http://www.wikidata.org/entity/Q16876658,McClure,http://www.wikidata.org/entity/Q33999,actor,,,,,,,,,,,,,
98,http://www.wikidata.org/entity/Q1504586,Dr. Hibbert,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q1102114,Julius,,,,,,,,,,,,,,,,,
99,http://www.wikidata.org/entity/Q1504628,Lionel Hutz,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q9022830,Lionel,,,http://www.wikidata.org/entity/Q40348,lawyer,,,,,,,,,,,,,
100,http://www.wikidata.org/entity/Q1509213,Carl Carlson,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q2529610,Carl,,,,,http://www.wikidata.org/entity/Q189,Iceland,,,,,,,,,,,
101,http://www.wikidata.org/entity/Q1511072,Cletus Spuckler,http://www.wikidata.org/entity/Q6581097,male,,,,,,,,,,,,,,,,,,,
102,http://www.wikidata.org/entity/Q1511163,Nelson Muntz,http://www.wikidata.org/entity/Q6581097,male,http://www.wikidata.org/entity/Q2782533,Nelson,,,http://www.wikidata.org/entity/Q16003605,elementary school student,,,http://www.wikidata.org/entity/Q151076,Springfield,,,,,,,,,
103,http://www.wikidata.org/entity/Q1511184,Edna Krabappel,http://www.wikidata.org/entity/Q6581072,female,http://www.wikidata.org/entity/Q746548,Edna,http://www.wikidata.org/entity/Q66486389,Krabappel,http://www.wikidata.org/entity/Q974144,educator,http://www.wikidata.org/entity/Q30,United States of America,,,1961-01-21T00:00:00Z,1961-01-21T00:00:00Z,,,t2051939408,t2051939408,,,
104,http://www.wikidata.org/entity/Q1514450,Milhouse Van Houten,http://www.wikidata.org/entity/Q6581097,male,,,http://www.wikidata.org/entity/Q21504796,Van Houten,http://www.wikidata.org/entity/Q33999,actor,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
105,http://www.wikidata.org/entity/Q1514450,Milhouse Van Houten,http://www.wikidata.org/entity/Q6581097,male,,,http://www.wikidata.org/entity/Q21504796,Van Houten,http://www.wikidata.org/entity/Q16003605,elementary school student,http://www.wikidata.org/entity/Q30,United States of America,,,,,,,,,,,
