,artwork,titleLabel,materialLabel,genreLabel,collectionLabel,depictLabel,movementLabel,subjectLabel,creatorBirthPlaceLabel,creatorCountryLabel,creatorLabel,genderLabel,inceptionLabel,widthLabel,heightLabel,image,startTime,artworkLabel,locLabel,locatedLabel,endTime,countryLabel,instanceOfLabel,num_creators
11,http://www.wikidata.org/entity/Q17582483,,canvas; oil paint,portrait,Musée des Augustins,curtain; woman; building; vase; teacup; goldsmithing; bijou,Baroque,,Serino,Italy,Francesco Solimena,male,1705,[100.0],[129.0],http://commons.wikimedia.org/wiki/Special:FilePath/Solimena%20Portrait%20de%20femme%20%282004%201%2050%29.jpg,{'nan'},Q17582483,Musée des Augustins,,,France,painting,1
12,http://www.wikidata.org/entity/Q17582533,Portrait de François Gauzi,canvas; oil paint,portrait,Musée des Augustins,Francois Gauzi,Post-Impressionism,Francois Gauzi,Albi,France,Henri de Toulouse-Lautrec,male,1888,[41.0],[80.0],http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20Portrait%20de%20Fran%C3%A7ois%20Gauzi%20-%20Henri%20de%20TOULOUSE-LAUTREC%20-%20RO%201037.jpg,{'nan'},Q17582533,Musée des Augustins,,,France,painting,1
13,http://www.wikidata.org/entity/Q17582535,La première communion,cardboard; oil paint,genre art,Musée des Augustins,street; stroller; family; girl; man; woman; Paris; sidewalk; baby,Post-Impressionism,,Albi,France,Henri de Toulouse-Lautrec,male,1888,[37.0],[65.0],http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20La%20premi%C3%A8re%20communion%20-%20Henri%20de%20TOULOUSE-LAUTREC%20RO%201038.jpg,{'nan'},Q17582535,Musée des Augustins,,,France,painting,1
14,http://www.wikidata.org/entity/Q17582538,L'Homme entre le vice et la vertu,canvas; oil paint,allegory,Musée des Augustins,vice; smile; veil; Moon; fairy; nudity; see-through clothing; woman; man; dance; virtue; flight,Impressionism; pointillism; Symbolism,,Toulouse,France,Henri-Jean Guillaume Martin,male,1892,[496.0],[345.0],http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Martin%20-%20L%27Homme%20entre%20le%20vice%20et%20la%20vertu%20-%20Mus%C3%A9e%20des%20Augustins%20-%202004%201%20159.jpg,{'nan'},Man Between Vice and Virtue,Musée des Augustins,,,France,painting,1
15,http://www.wikidata.org/entity/Q17582542,Portrait de Madame Sans,canvas; oil paint,portrait,Musée des Augustins,dress; woman; standing; long hair; brown hair; thistle,Impressionism; pointillism; Symbolism,,Toulouse,France,Henri-Jean Guillaume Martin,male,1895,[94.0],[200.0],http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20Portrait%20de%20madame%20Sans%2C%201895%20-%20Henri%20Martin%20Inv.%2081%205%201%20.jpg,{'nan'},Portrait de Madame Sans,Musée des Augustins,,,France,painting,1
16,http://www.wikidata.org/entity/Q17582547,Le Poète,canvas; oil paint,allegory,Musée des Augustins,poet,Impressionism; pointillism; Symbolism,,Toulouse,France,Henri-Jean Guillaume Martin,male,1881,[520.0],[300.0],http://commons.wikimedia.org/wiki/Special:FilePath/Henri%20Martin%20-%20Le%20Po%C3%A8te%20-%20Mus%C3%A9e%20des%20Augustins%20-%20RO%20164.jpg,{'nan'},Le Poète,Musée des Augustins,,,France,painting,1
17,http://www.wikidata.org/entity/Q17582553,,canvas; oil paint,portrait,Musée des Augustins,quill; wig; man; sitting; Michel Robert Le Peletier des Forts; letter; cravat,Baroque painting,,Perpignan,France,Hyacinthe Rigaud,male,1727,[116.6],[146.5],http://commons.wikimedia.org/wiki/Special:FilePath/Rigaud%20Michel%20Robert%20%28RO%20219%29.jpg,{'nan'},Portrait of Michel Robert Le Peletier des Forts,Musée des Augustins,,,France,painting,1
18,http://www.wikidata.org/entity/Q17582560,,canvas; oil paint,landscape art,Musée des Augustins,grass; walking; broad-leaved tree; shadow; cloud; road; basket; sky; daylight; hat; man; plain; shore; specular reflection; river; landscape; house; watercourse,Baroque,,Antwerp,Belgium,Jacques Fouquier,male,1625,[39.8],[32.5],http://commons.wikimedia.org/wiki/Special:FilePath/Fouqui%C3%A8res%20Paysage%20%282004%201%20396%29.jpg,{'nan'},Landscape,Musée des Augustins,,,France,painting,1
19,http://www.wikidata.org/entity/Q17582564,,canvas; oil paint,religious art,Musée des Augustins,John the Baptist; broad-leaved tree; Elizabeth; tent; child,classicism,,Lyon,France,Jacques Stella,male,1630,[80.0],[90.0],http://commons.wikimedia.org/wiki/Special:FilePath/Stella%20Sainte%20famille%20%282004%201%2085%29.jpg,{'nan'},Q17582564,Musée des Augustins,,,France,painting,1
20,http://www.wikidata.org/entity/Q17582565,,cardboard; oil paint,religious art,Musée des Augustins,cuisine; tableware; angel; Q19605930; house cat; door; Holy Family; tree; Child Jesus; column; bassinet,classicism,Holy Family,Lyon,France,Jacques Stella,male,1650,[35.0],[45.0],http://commons.wikimedia.org/wiki/Special:FilePath/Stella%20Sainte%20Famille%20%28RO%20726%29.jpg,{'nan'},Q17582565,Musée des Augustins,,,France,painting,1
21,http://www.wikidata.org/entity/Q17582567,,oil paint; wood; oak,landscape art,Musée des Augustins,fodder; fountain; bird; shadow; cloud; peasant; standing; thatched cottage; sitting; chimney; Q3562785; thatching; wagon; road; daylight; woman; man; plain; horse; trunk; broad-leaved tree; pent roof; rural area; sky; window; flight; landscape,Dutch Golden Age painting,,Leiden,Netherlands,Jan van Goyen,male,1615,[50.5],[37.8],http://commons.wikimedia.org/wiki/Special:FilePath/Goyen%20Paysage%20%28RO%20887%29.jpg,{'nan'},Landscape,Musée des Augustins,,,France,painting,1
22,http://www.wikidata.org/entity/Q17582581,Tu Marcellus Eris,canvas; oil paint,history painting,Musée des Augustins,syncope; Livia; reading; Virgil; general officer; book; Augustus,Romanticism,,Montauban,France,Jean Auguste Dominique Ingres,male,1811,[326.0],[307.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Auguste-Dominique%20INGRES%20-%20Tu%20Marcellus%20Eris%20-%20Mus%C3%A9e%20des%20Augustins%20-%20RO%20124.jpg,{'nan'},Q17582581,Musée des Augustins,,,France,painting,1
23,http://www.wikidata.org/entity/Q17583246,L'Etoile du berger,canvas; oil paint,landscape art,Musée des Augustins,lake; star; broad-leaved tree; woman; Venus; herd; tree; landscape; morning,Realism,,rue du Bac; Paris,France,Jean-Baptiste Camille Corot,male,1864,[160.0],[129.0],http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20L%27Etoile%20du%20Berger%20-%20Camille%20Corot%20Ro60%201864.jpg,{'nan'},The evening Star,Musée des Augustins,,,France,painting,1
24,http://www.wikidata.org/entity/Q17583312,,canvas; oil paint,portrait,Musée des Augustins,Urban II,academic art; Orientalism,,Paris,France,Jean-Joseph Benjamin-Constant,male,1900,[55.0],[66.0],http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin-Constant%20Etude%20pr%C3%A9paratoire%20%C3%A0%20L%27Entr%C3%A9e%20d%27Urbain%20II%20%281997%202%201%29.jpg,{'nan'},Q17583312,Musée des Augustins,,,France,painting,1
25,http://www.wikidata.org/entity/Q17583315,Entrée du sultan Mehmet II à Constantinople le 29 mai 1453; L'Entrée du sultan  Mehmet II à Constantinople le vingt-neuf mai 1453,canvas; oil paint,history painting,Musée des Augustins,Turkish people; military of the Ottoman Empire; Mehmed the Conqueror; city gate; Istanbul; 1453; cadaver; Constantinople,academic art; Orientalism,Fall of Constantinople,Paris,France,Jean-Joseph Benjamin-Constant,male,1876,[536.0],[697.0],http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin-Constant%20Entr%C3%A9e%20du%20sultan%20Mehmet%20II%20%C3%A0%20Constantinople%20%282004%201%20140%29.jpg,{'nan'},Entry of Sultan Mehmed II in Constantinople,Musée des Augustins,,,France,painting,1
26,http://www.wikidata.org/entity/Q17583322,,canvas; oil paint,portrait,Musée des Augustins,white hair; dress shirt; frock coat; Emmanuel Arago; necktie; wrinkle; man; elderly people; baldness; periorbital puffiness,academic art; Orientalism,,Paris,France,Jean-Joseph Benjamin-Constant,male,1888,[50.0],[65.0],http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin-Constant%20Portrait%20d%27Emmanuel%20Arago%20%282007%200%2067%29.jpg,{'nan'},Q17583322,Musée des Augustins,,,France,painting,1
27,http://www.wikidata.org/entity/Q17583328,Portrait de jeune homme barbu dit l'Albinos,canvas; oil paint,portrait,Musée des Augustins,man; albinism,academic art; Orientalism,,Paris,France,Jean-Joseph Benjamin-Constant,male,1875,[61.0],[74.0],http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin-Constant%20Portrait%20de%20jeune%20homme%20barbu%20%282011%201%202%29.jpg,{'nan'},Q17583328,Musée des Augustins,,,France,painting,1
28,http://www.wikidata.org/entity/Q17583329,,paper; gouache paint,self-portrait,Musée des Augustins,Jean-Joseph Benjamin-Constant,academic art; Orientalism,Jean-Joseph Benjamin-Constant,Paris,France,Jean-Joseph Benjamin-Constant,male,1892,[28.0],[19.0],http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin-Constant%20Autoportrait%20%282011%201%203%29.jpg,{'nan'},Q17583329,Musée des Augustins,,,France,painting,1
29,http://www.wikidata.org/entity/Q17583331,Portrait de ses deux fils (André et Emmanuel),canvas; oil paint,portrait,Musée des Augustins,man,academic art; Orientalism,,Paris,France,Jean-Joseph Benjamin-Constant,male,1899,[124.0],[109.0],http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin-Constant%20Portrait%20de%20ses%20deux%20fils%20%2863%208%201%29.jpg,{'nan'},Q17583331,Musée des Augustins,,,France,painting,1
30,http://www.wikidata.org/entity/Q17583336,Le comte de Toulouse fait bénir ses étendards à Saint-Sernin,cardboard; oil paint,history painting,Musée des Augustins,"banner; Basilica of St. Sernin; Raymond IV, Count of Toulouse",academic art; Orientalism,,Paris,France,Jean-Joseph Benjamin-Constant,male,1850,[52.0],[70.0],http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin-Constant%20Le%20comte%20de%20Toulouse%20fait%20b%C3%A9nir%20ses%20%C3%A9tendards%20%2892%203%201%29.jpg,{'nan'},Q17583336,Musée des Augustins,,,France,painting,1
31,http://www.wikidata.org/entity/Q17583339,,paper; oil paint,allegory,Musée des Augustins,woman,academic art; Orientalism,,Paris,France,Jean-Joseph Benjamin-Constant,male,1880,[95.0],[180.0],http://commons.wikimedia.org/wiki/Special:FilePath/Benjamin-Constant%20Lutetia%20Famae%20Genitrix%20%28RO%20981%20BIS%29.jpg,{'nan'},Q17583339,Musée des Augustins,,,France,painting,1
32,http://www.wikidata.org/entity/Q17583362,,canvas; oil paint,mythological painting,Musée des Augustins,child; lekythos; Cupid; recorder; Anacreon; Dionysus; phorminx; diaulos; Eros; Bacchus; lyre; music; Bacchant,academic art; neo-Pompeian; Orientalism; Neo-Grec,,Vesoul,France,Jean-Léon Gérôme,male,1848,[211.0],[136.0],http://commons.wikimedia.org/wiki/Special:FilePath/G%C3%A9r%C3%B4me%20Anacr%C3%A9on%2C%20Bacchus%20et%20l%27Amour%20%282004%201%20102%29.jpg,{'nan'},"Anacreon, Bacchus and Eros",Musée des Augustins,,,France,painting,1
33,http://www.wikidata.org/entity/Q17583385,,canvas; oil paint,history painting,Musée des Augustins,Bernard Délicieux; judiciary; Catharism; Inquisitión; Order of Friars Minor; Dominican Order,academic art,,Fourquevaux,France,Jean-Paul Laurens,male,1887,[149.0],[116.0],http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20L%27Agitateur%20du%20Languedoc%20-%20Jean-Paul%20Laurens%20RO%20699.jpg,{'nan'},L'Agitateur du Languedoc - Jean-Paul Laurens,Musée des Augustins,,,France,painting,1
34,http://www.wikidata.org/entity/Q17583502,Ruines de Balbeck,canvas; oil paint,landscape art,Musée des Augustins,Baalbek; ruins,Barbizon school,,Paris,France,Jules Coignet,male,1846,[160.0],[94.0],http://commons.wikimedia.org/wiki/Special:FilePath/Jules%20Louis%20Philippe%20COIGNET%20-%20Ruines%20de%20Balbeck%20-%20Mus%C3%A9e%20des%20Augustins%20-%202004%201%20100.jpg,{'nan'},Ruins in Baalbek,Musée des Augustins,,,France,painting,1
35,http://www.wikidata.org/entity/Q17583653,,oil paint; wood,still life,Musée des Augustins,table; Prunus subg. Prunus; basketry; fruit; strawberry; leaf; basket,Baroque,,Paris,France,Louise Moillon,female,1632,[58.0],[44.0],http://commons.wikimedia.org/wiki/Special:FilePath/Moillon%20Corbeille%20de%20prunes%20%282004%201%20250%29.jpg,{'nan'},Corbeille de prunes et panier de fraises,Musée des Augustins,,,France,painting,1
36,http://www.wikidata.org/entity/Q17583655,,oil paint; wood,still life,Musée des Augustins,table; apricot; Prunus subg. Prunus; basketry; fruit; apricot kernel; leaf; basket,Baroque,,Paris,France,Louise Moillon,female,1634,[52.0],[38.0],http://commons.wikimedia.org/wiki/Special:FilePath/Moillon%20Nature%20morte%20aux%20abricots%20%282004%201%20251%29.jpg,{'nan'},Still Life with Apricots,Musée des Augustins,,,France,painting,1
37,http://www.wikidata.org/entity/Q17583656,,oil paint; wood,still life,Musée des Augustins,table; basketry; fruit; leaf; raspberry; basket; Rubus subg. Rubus; blackberry,Baroque,,Paris,France,Louise Moillon,female,1629,[52.0],[38.0],http://commons.wikimedia.org/wiki/Special:FilePath/Moillon%20Nature%20morte%20aux%20m%C3%BBres%20%282004%201%20252%29.jpg,{'nan'},Q17583656,Musée des Augustins,,,France,painting,1
38,http://www.wikidata.org/entity/Q17583670,,canvas; oil paint,religious art,Musée des Augustins,Joseph; night; lantern; star; foal; house cat; mare; couple; wheel; Virgin Mary; cowshed; ox; sheep; Columbidae; Child Jesus; donkey,Pont-Aven School; Symbolism,Nativity of Jesus,Granville,France,Maurice Denis,male,1894,[95.0],[89.0],http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20Nativit%C3%A9%20-%20Maurice%20Denis%2068%2015%201.jpg,{'nan'},Nativity,Musée des Augustins,,,France,painting,1
39,http://www.wikidata.org/entity/Q17583674,,canvas; oil paint,self-portrait,Musée des Augustins,wig; man; painter; Nicolas de Largillière; overcoat,Baroque,Nicolas de Largillière,Paris,France,Nicolas de Largillière,male,1700,[64.0],[81.0],http://commons.wikimedia.org/wiki/Special:FilePath/Largilliere%20Autoportrait%20%282004%201%2066%29.jpg,{'nan'},Self-portrait,Musée des Augustins,,,France,painting,1
40,http://www.wikidata.org/entity/Q17583679,,canvas; oil paint,landscape art,Musée des Augustins,village; cloud; Tiber; cow,neoclassicism,,Chantilly,France,Nicolas-Didier Boguet,male,1800,[130.2],[92.7],http://commons.wikimedia.org/wiki/Special:FilePath/Boguet%20Vall%C3%A9e%20Tibre%20%282008%201%201%29.jpg,{'nan'},"Vallée du Tibre, campagne romaine",Musée des Augustins,,,France,painting,1
41,http://www.wikidata.org/entity/Q17583736,,cardboard; oil paint,religious art,Musée des Augustins,soldier; Camelus; David; dog; woman,Baroque,,Antwerp,Belgium,Simon de Vos,male,1655,[87.0],[70.0],http://commons.wikimedia.org/wiki/Special:FilePath/Vos%20Simon%20et%20Abigail%20%2869%203%201%29.jpg,{'nan'},Q17583736,Musée des Augustins,,,France,painting,1
42,http://www.wikidata.org/entity/Q17583748,,oak; oil paint,history painting,Musée des Augustins,bed; domestic worker; soldier; bedroom; Lucretia; embroidery; Lucius Tarquinius Collatinus,Baroque,,Haarlem,Netherlands,Willem de Poorter,male,1633,[54.0],[44.0],http://commons.wikimedia.org/wiki/Special:FilePath/Poorter%20Lucr%C3%A8ce%20%282004%201%20379%29.jpg,{'nan'},"Lucrèce au travail, Willem de Poorter",Musée des Augustins,,,France,painting,1
43,http://www.wikidata.org/entity/Q17583751,,oak; oil paint,still life; floral painting,Musée des Augustins,Odonata; Papaver; Paeonia; caterpillar; glass; rose; bouquet; vase; flower; Tulipa; goldsmithing,Realism,,Delft,Netherlands,Willem van Aelst,male,1651,[33.4],[44.8],http://commons.wikimedia.org/wiki/Special:FilePath/Aelst%20Vase%20fleurs%20%282004%201%20372%29.jpg,{'nan'},Flowers in a Vase,Musée des Augustins,,,France,painting,1
44,http://www.wikidata.org/entity/Q26896692,,canvas; oil paint,landscape art,Musée des Augustins,ruins; Rome; tree; temple; landscape,Baroque,,Rome,Italy,Paolo Anesi,male,1739,[18.0],[24.0],http://commons.wikimedia.org/wiki/Special:FilePath/Anesi%20Temple%20de%20Bacchus%20mus%C3%A9e%20des%20Augustins.jpg,{'nan'},Q26896692,Musée des Augustins,,,France,painting,1
45,http://www.wikidata.org/entity/Q26896770,,canvas; oil paint,landscape art,Musée des Augustins,ruins; Rome; door; tree; landscape,Baroque,,Rome,Italy,Paolo Anesi,male,1739,[19.0],[25.0],http://commons.wikimedia.org/wiki/Special:FilePath/Anesi%20Porte%20Saint-Paul%20mus%C3%A9e%20des%20Augustins.jpg,{'nan'},Q26896770,Musée des Augustins,,,France,painting,1
46,http://www.wikidata.org/entity/Q27037220,L'Education d'Achille par le centaure Chiron,oil paint; wood,mythological painting,Musée des Augustins,Chiron; Achilles; nudity; teaching; bow,neoclassicism,,Paris,France,Jean-Baptiste Regnault,male,1798,[17.0],[22.0],http://commons.wikimedia.org/wiki/Special:FilePath/Regnault%20-%20L%27%C3%A9ducation%20d%27Achille.jpg,{'nan'},The Education of Achilles by the Centaur Chiron,Musée des Augustins,,,France,painting,1
48,http://www.wikidata.org/entity/Q3290768,,canvas; oil paint,portrait,Musée d'Orsay; Musée des Augustins,Marguerite de Conflans; mirror; reading; woman; man; sitting; Henri Cordier,Impressionism,,Paris,France,Édouard Manet,male,1876,[65.0],[54.0],http://commons.wikimedia.org/wiki/Special:FilePath/Augustins%20-%20Marguerite%20de%20Conflans%20-%20%C3%89douard%20Manet%20D1986.1.jpg,{'nan'},Marguerite de Conflans,Musée des Augustins,,,France,painting,1
