,artwork,titleLabel,materialLabel,genreLabel,collectionLabel,depictLabel,movementLabel,subjectLabel,creatorBirthPlaceLabel,creatorCountryLabel,creatorLabel,genderLabel,inceptionLabel,widthLabel,heightLabel,image,startTime,artworkLabel,locLabel,locatedLabel,endTime,countryLabel,instanceOfLabel,num_creators
19,http://www.wikidata.org/entity/Q26220154,,oil paint; canvas,portrait,Museum of Fine Arts of Lyon,woman; shawl; peasant; White people,Post-Impressionism; expressionism,,Zundert,Netherlands,Vincent van Gogh,male,1885,[35.0],[45.0],http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20B%C3%A4uerin%20mit%20gr%C3%BCnem%20Schal.jpeg,{'nan'},Head of a Peasant Woman with Green Shawl,Museum of Fine Arts of Lyon,,,France,painting,1
20,http://www.wikidata.org/entity/Q2646680,La Lapidation de Saint Etienne; The stoning of Saint Stephanus,oil paint,religious art,Museum of Fine Arts of Lyon,stoning; executioner; temple; Christianity; man; Stephen,Dutch Golden Age painting,,Leiden,Netherlands,Rembrandt,male,1625,[123.6],[89.5],http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20Harmensz.%20van%20Rijn%20150.jpg,{'nan'},The Stoning of Saint Stephen,Museum of Fine Arts of Lyon,,,France,painting,1
21,http://www.wikidata.org/entity/Q3013303,,oil paint,nude; mythological painting,Museum of Fine Arts of Lyon,dress; dog; breast; bedroom; canopy bed; nudity; umbilicus; lute; drapery; chestnut hair; sitting; nipple; chignon; bracelet; shower of gold; domestic worker; gold coin; glabrousness; mons pubis; Danaë; kneeling; woman; areola,Venetian school; Mannerism,,Venice,Italy,Jacopo Tintoretto,male,1570,[182.0],[142.0],http://commons.wikimedia.org/wiki/Special:FilePath/Danae-Tintoretto-MBA%20Lyon%20A91-IMG%200321.jpg,{'nan'},Danae,Museum of Fine Arts of Lyon,,,France,painting,1
22,http://www.wikidata.org/entity/Q30349277,,oil paint,marine art; portrait,Museum of Fine Arts of Lyon,woman; sailing ship; sea; sitting,Dutch Golden Age painting,,Haarlem,Netherlands,Bartholomeus van der Helst,male,1657,[118.5],[135.5],http://commons.wikimedia.org/wiki/Special:FilePath/Bartholomeus%20van%20der%20Helst%20-%20Portrait%20of%20Maria%20Smit%2C%20wife%20of%20Gideon%20de%20Wildt.jpg,{'nan'},"Portrait of Maria Smit, wife of Gideon de Wildt",Museum of Fine Arts of Lyon,,,France,painting,1
23,http://www.wikidata.org/entity/Q3202430,,oil paint; panel,religious art,Museum of Fine Arts of Lyon,Feast of the Ascension; angel; Jesus; man; Virgin Mary,Umbrian school; Renaissance,ascension of Jesus,Città della Pieve,Italy,Pietro Perugino,male,1496,[265.0],[325.0],http://commons.wikimedia.org/wiki/Special:FilePath/Pietro%20Perugino%20cat48c.jpg,{'nan'},Ascension of Christ,Museum of Fine Arts of Lyon,,,France,painting,1
24,http://www.wikidata.org/entity/Q3210764,Insane Woman; La Monomane de l'envie,oil paint; canvas,portrait,Museum of Fine Arts of Lyon,woman; monomania; insanity; 1795–1820 clothing,Romanticism,,Rouen,France,Théodore Géricault,male,1819,[58.0],[72.0],http://commons.wikimedia.org/wiki/Special:FilePath/La%20Monomane%20de%20l%27envie.jpg,{'nan'},Insane Woman,Museum of Fine Arts of Lyon,,,France,painting,1
25,http://www.wikidata.org/entity/Q3220733,,pastel,genre art,Museum of Fine Arts of Lyon,Les Ambassadeurs,Impressionism,,Paris,France,Edgar Degas,male,1876,[27.0],[37.0],http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Germain%20Hilaire%20Degas%20038.jpg,{'nan'},Le Café-concert aux ambassadeurs,Museum of Fine Arts of Lyon,,,France,painting,1
26,http://www.wikidata.org/entity/Q3791135,Les Peupliers; Poplars,oil paint; canvas,landscape art,Musée d'Orsay,landscape; poplar; path,Post-Impressionism,,Aix-en-Provence,France,Paul Cézanne,male,1879,[80.0],[65.0],http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20Poplars%20-%20Google%20Art%20Project.jpg,"{'nan', '2015'}",Les Peupliers,Museum of Fine Arts of Lyon,,,France,painting,1
28,http://www.wikidata.org/entity/Q42887990,Le Concert,oil paint; canvas,genre art,Museum of Fine Arts of Lyon,singer; violin; musician; woman; mandolin,Utrecht Caravaggism,,Utrecht,Netherlands,Gerard van Honthorst,male,1623,[135.0],[100.0],http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Concert.JPG,{'nan'},The Singers,Museum of Fine Arts of Lyon,,,France,painting,1
29,http://www.wikidata.org/entity/Q4684623,,oil paint; canvas,religious art,Museum of Fine Arts of Lyon,Melchior; Child Jesus; biblical Magi; Balthazar; soldier; Adoration of the Magi; adoration; Saint Caspar; Virgin Mary,Flemish Baroque painting,Adoration of the Magi,Siegen,Germany,Peter Paul Rubens,male,1616,[325.0],[245.0],http://commons.wikimedia.org/wiki/Special:FilePath/Rubens-adoration%20des%20mages.jpg,{'nan'},Adoration of the Magi,Museum of Fine Arts of Lyon,,,France,painting,1
30,http://www.wikidata.org/entity/Q48417226,,oil paint,genre art,Museum of Fine Arts of Lyon,sitting; message; letter; woman; man; reading,Baroque,,Zwolle,Netherlands,Gerard ter Borch,male,1658,[38.0],[51.0],http://commons.wikimedia.org/wiki/Special:FilePath/Gerard%20ter%20Borch%20-%20A%20Lady%20Reading%20a%20Letter.JPG,{'nan'},A Lady Reading a Letter,Museum of Fine Arts of Lyon,Lyon,,France,painting,1
31,http://www.wikidata.org/entity/Q63436638,Le partage de la tunique du Christ (dit aussi L'Espolio),oil paint; panel,religious art,Museum of Fine Arts of Lyon,soldier; crowd,Spanish Renaissance,Disrobing of Jesus,Crete,Greece,El Greco,male,1583,[58.0],[46.0],http://commons.wikimedia.org/wiki/Special:FilePath/Greco-Espolio-Lyon.jpg,{'nan'},The Disrobing of Christ. Lyon   half painting version,Museum of Fine Arts of Lyon,,,France,painting,1
32,http://www.wikidata.org/entity/Q6494773,,oil paint; canvas,history painting,Museum of Fine Arts of Lyon,olive branch; white hair; baldness; scroll; Commodus; standing; black hair; Marcus Aurelius; bed; barefoot; sitting; prudence; lying; bracelet; brown hair; headscarf; sandal; toga; last words; blond hair; man; laurel wreath; beard; death; crown; earring,Romanticism,,Saint-Maurice,France,Eugène Delacroix,male,1844,[260.0],[348.0],http://commons.wikimedia.org/wiki/Special:FilePath/Derni%C3%A8res%20paroles%20de%20l%27empereur%20Marc-Aur%C3%A8le%20-%20Eug%C3%A8ne%20Delacroix.jpg,{'nan'},Last Words of the Emperor Marcus Aurelius,Museum of Fine Arts of Lyon,,,France,painting,1
33,http://www.wikidata.org/entity/Q93512326,,oil paint; canvas,portrait,Museum of Fine Arts of Lyon,Pierre Drevet,Baroque painting,,Perpignan,France,Hyacinthe Rigaud,male,1700,[89.0],[116.0],http://commons.wikimedia.org/wiki/Special:FilePath/Pierre%20Drevet.jpg,{'nan'},Q93512326,Museum of Fine Arts of Lyon,,,France,painting,1
34,http://www.wikidata.org/entity/Q94151566,Psyché et l'Amour,oil paint; canvas,mythological painting,Museum of Fine Arts of Lyon,Cupid; Psyche,Baroque painting,,Paris,France,Simon Vouet,male,1626,[165.0],[111.5],http://commons.wikimedia.org/wiki/Special:FilePath/Vouet-Psych%C3%A9-Lyon.jpg,{'nan'},Q94151566,Museum of Fine Arts of Lyon,,,France,painting,1
35,http://www.wikidata.org/entity/Q970808,La Fuite en Égypte,oil paint; canvas,religious art,Museum of Fine Arts of Lyon,body of water; Child Jesus; walking; building; entablature; Joseph; boy; angel; Holy Family; riparian forest; oak; cloud; Chemin; sky; eagle; mother; broad-leaved tree; aerial perspective; mountain; man; herder; bird's wing; horizon; flight; donkey; column; woman; Virgin Mary,classicism,flight into Egypt,Les Andelys,France,Nicolas Poussin,male,1657,[133.0],[97.0],http://commons.wikimedia.org/wiki/Special:FilePath/Poussin-Fuite%20en%20Egypte-MBA-Lyon.jpg,{'2008'},The Flight into Egypt,Museum of Fine Arts of Lyon,,,France,painting,1
